title,avg_rating,voted_by,genre,history,art_and_architecture,nature,adventure,entertainment,health_and_lifestyle,food,industries,religious
Nagi Gompa,4.5,15,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ambulapcha-La,4.5,3,    Hiking Trails     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Datankali Temple,4.5,6,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Halesi Mahadev Temple,4.5,5,"    Historic Sites   ,    Points of Interest & Landmarks     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Casino Royale,3.5,51,    Casinos     ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Taumadhi Square,4.5,241,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Freak Street (Jhhonchen Tole),3,171,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ISKCON,4.5,3,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Aarya Ghat,4,18,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Eternal Peace Flame,4,61,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tengboche Gompa,4.5,93,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Bhat-Bhateni Supermarket and Departmental Store,3.5,7,    Shopping Malls     ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Basantpur Dabali,4,14,"    Points of Interest & Landmarks   ,    Architectural Buildings     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Banepa Chnadeshwori Temple,5,2,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Taragaon Museum,4.5,10,    History Museums     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Boudha Farmers Market at Utpala Cafe,5,15,    Farmers Markets     ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Shukla Phanta National Park,4,11,"    National Parks   ,    Nature & Wildlife Areas     ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chhango Adventure Canyoning In Nepal,5,20,    Sports Camps & Clinics     ,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Jumla,4.5,3,    Nan     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kwa Bahal,5,3,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kalika Bhagwati Temple,4.5,4,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Boudha Stupa Thanka Center,4,11,    Art Galleries     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Jagan Narayan Temple,3.5,21,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kaiser Library,4,40,    Libraries     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Royal Thai Monastery,4.5,57,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The Natural History Museum,4,20,    Natural History Museums     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ganesh Mandir,3.5,7,"    Architectural Buildings   ,    Religious Sites     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Manjushree Park,3,1,    Parks     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dharapani Temple,4,1,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Guhyeshwari Temple,4,22,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Manakamana Mandir Temple,4,21,"    Points of Interest & Landmarks   ,    Architectural Buildings     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kag Chode Thupten Samphel Ling Monastery,4.5,11,"    Universities & Schools   ,    Religious Sites     ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Shey Phoksundo National Park,5,5,    National Parks     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Maula Kalika,4.5,2,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ghadiarwa Pokhari,4.5,10,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Durbar Marg Street,3.5,39,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bara Gaon,4,2,"    Neighborhoods   ,    Hiking Trails     ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gumba Danda,5,2,    Historic Walking Areas     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tea Garden,5,1,"    Nature & Wildlife Areas   ,    Scenic Walking Areas     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tribhuvan Park,4,13,    Parks     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shiva Parvati Temple,4,19,"    Points of Interest & Landmarks   ,    Religious Sites     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Thubchen Gompa,4.5,17,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Hari Shanker Temple,3.5,18,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Bulbule Lake,4,4,    Bodies of Water     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ambikeshwori Temple,4,1,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Manakamana Mandir,4.5,2,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Santaneshwar Mahadev Temple,4,1,"    Points of Interest & Landmarks   ,    Religious Sites     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bishal Bazaar,3.5,46,    Shopping Malls     ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Pottery Square,4,356,"    Neighborhoods   ,    Points of Interest & Landmarks     ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Marpha Monastery,4.5,7,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Khaptad National Park,5,8,    National Parks     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Crocodile Breeding Centre,4,4,    Nature & Wildlife Areas     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Dhaulagiri of Nepal,5,12,    Mountains     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ram Sita Vivah Mandap,4.5,2,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Myanmar Golden Monastery,4.5,54,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Changu Museum,4,1,    History Museums     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ram Mandir,4,18,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Degutalle Mandir Temple,3.5,10,"    Points of Interest & Landmarks   ,    Historic Walking Areas     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Annapurna Temple,4,18,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Maru Ganesh Shrine,4,23,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Temples of Machchhendra Nath and Min Nath,4,7,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dae Sung Shakya (Korean Temple),4,45,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ratna Park,2.5,16,    Parks     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vijayapur Hill,4.5,3,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Banke National Park,4,1,    National Parks     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Char Narayan Temple,2.5,11,"    Historic Sites   ,    Religious Sites     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Thahiti Chowk,3.5,18,"    Points of Interest & Landmarks   ,    Monuments & Statues     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Temple and Statue of King Narasimha,3.5,6,"    Religious Sites   ,    Monuments & Statues     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Nara Devi Temple,4.5,11,"    Points of Interest & Landmarks   ,    Architectural Buildings     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bhinchhebahal,4.5,4,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kathmandu Contemporary Arts Centre,5,3,    Art Museums     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Military Museum,3.5,8,"    Military Museums   ,    History Museums     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shanti Spa,5,15,    Sports Camps & Clinics     ,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Kudan Stupa,4.5,22,"    Ancient Ruins   ,    Religious Sites     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Narasingha Mandir Temple,3,10,"    Historic Sites   ,    Points of Interest & Landmarks     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nagarkot View Tower,4,77,"    Points of Interest & Landmarks   ,    Lookouts     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gokarneshwor Mahadev Temple,4.5,9,"    Architectural Buildings   ,    Religious Sites     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gorakha Nath Temple Gorkha,4.5,46,    Speciality Museums     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rolwaling Valley,5,5,    Valleys     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Makhan Tole,4,10,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kakre Bihar Temple,4.5,2,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Shashwat Dham,3.5,6,"    Points of Interest & Landmarks   ,    Architectural Buildings     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vaisha Dev (Toothache Tree),4,28,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Chilancho Bahal,4.5,16,"    Historic Sites   ,    Ancient Ruins     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gallery Mcube,4.771905697,0,    Art Galleries     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Music Museum of Nepal,5,7,"    Art Museums   ,    History Museums     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kathmandu Fun Park,4,4,    Amusement & Theme Parks     ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Destination Agro Farm Pvt Ltd,5,4,    Farms     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Tharu Cultural Museum and Research Cente,4.5,2,    History Museums     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bhimsen Tower,3.5,83,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tridevi Temple,4,17,"    Architectural Buildings   ,    Religious Sites     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
himalayan arts gallery pltd,4.5,4,    Art Galleries     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Guru Lhakhang Monastery,4,5,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Jyapu Museum,3,1,    History Museums     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rani Pokhari (Queen   s Pond),3.5,41,"    Points of Interest & Landmarks   ,    Scenic Walking Areas     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peace Pagoda,4.5,27,    Monuments & Statues     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Taleju Temple,4,94,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Cambodia Lumbini Buddhist Temple,4,2,"    Points of Interest & Landmarks   ,    Religious Sites     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Woodcraft Gallery,5,4,    Art Galleries     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Chobhar Caves,2.5,3,    Caverns & Caves     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kashthamandap,4,112,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Macchhermo,4.5,15,    Hiking Trails     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Khadga Devi temple,3,10,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Namkha Khyung Dzong Rigdin Choling Monastery,5,10,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kali Temple,3.5,34,"    Lookouts   ,    Religious Sites     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Panch Pokhari,4.5,3,    Bodies of Water     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Root Art Gallery,5,2,    Art Galleries     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Minnath temple,3,1,"    Points of Interest & Landmarks   ,    Religious Sites     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mount Manaslu,4.5,9,    Mountains     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Casino Mahjong,3.5,12,    Casinos     ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"The Tribhuvan, Mahendra, and Birendra Museums",3.5,24,    Speciality Museums     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vatsala Durga Temple,4.5,63,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chhairo Gompa,4.5,2,"    Historic Sites   ,    Points of Interest & Landmarks     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hidden Valley (Khumjung Green Valley),4.5,4,    Valleys     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kashmiri Mosque,5,1,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Divine Yoga Studio,5,4,    Sports Camps & Clinics     ,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Aviation Museum,3.5,3,"    Speciality Museums   , ""Children   s Museums""  ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Woodcraft Gallery,5,3,    Art Galleries     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Manimandap Pati,2.5,4,"    Historic Sites   ,    Religious Sites     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Martyr Memorial Park,4,1,"    Points of Interest & Landmarks   ,    Parks     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Millionaire   s Club and Casino,4,6,    Casinos     ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Nepal Art Council Gallery,5,3,    Art Galleries     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Gaddhi Baithak,3,13,"    Points of Interest & Landmarks   ,    Architectural Buildings     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kalinchowk Bhagwati Shrine,5,1,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Siddha Pokhari,4,61,"    Bodies of Water   ,    Points of Interest & Landmarks     ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Casino Rad,3,10,    Casinos     ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Pujari Math,4.5,65,    Architectural Buildings     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Thrangu Monastery,4.5,10,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Fikkal Bazar,3.5,6,"    Points of Interest & Landmarks   ,    Scenic Drives     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bhairavnath Temple,4,73,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Sundarijal Water Falls,5,7,    Waterfalls     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sindhuli Gadhi,4,2,"    Historic Sites   ,    Points of Interest & Landmarks     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shiva Mandir Temple,3.5,11,"    Architectural Buildings   ,    Religious Sites     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bagwati Mandir Temple,4.5,6,"    Points of Interest & Landmarks   ,    Religious Sites     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ghanta Ghar Clock Tower,3.5,11,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jamchen Lhakhang Monastery,3.5,3,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Big Bell,3.5,9,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mother Temple of the Graduated Path to Enlightenment,4.5,12,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Rupse Falls,5,2,    Waterfalls     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mrigasthali Deer Park,4,5,"    Nature & Wildlife Areas   ,    Parks     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Universal Crafts,5,3,"    Art Galleries   ,    Antique Shops     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kathmandu Fun Valley,4,26,    Water Parks     ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Mero Chitra Wears,5,3,    Factory Outlets     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Janakpur Dham Rail Station,3,22,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Thorong La Pass,4.5,6,"    Historic Sites   ,    Points of Interest & Landmarks     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Casino Everest,3.5,9,    Casinos     ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Maju Dega Mandir Temple,3,11,"    Architectural Buildings   ,    Religious Sites     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gauri Gaht,4,7,"    Points of Interest & Landmarks   ,    Architectural Buildings     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Annapurna Circuit,5,4,    Hiking Trails     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Khumjung Gompa,4,8,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kala Patthar,5,2,"    Mountains   ,    Geologic Formations     ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Monasterio Tibetano Boudhanat,4,3,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kalikasthan Temple,4,1,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kirateshwar Mahadev,4,1,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Khawalung Monastery,4.5,6,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Vishnu Mandir Temple,4,6,"    Points of Interest & Landmarks   ,    Architectural Buildings     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dolma Treks,5,3,"    Historic Sites   ,    Historic Walking Areas     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chyasin Dega Temple,3.5,5,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Bhadrakali Temple,5,8,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
The City Museum Kathmandu,4,6,    Speciality Museums     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chua Viet Nam Tai Lumbini,3.5,3,"    Points of Interest & Landmarks   ,    Religious Sites     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bachhareshwari　Mandir Temple,5,4,"    Points of Interest & Landmarks   ,    Architectural Buildings     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Blue Moon Curio Shop,5,1,    Antique Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Gokyo Ri,5,2,    Geologic Formations     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chabdi Barahi Temple,3.5,3,    Points of Interest & Landmarks     ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Drigung Kagyud Dharmaraja Foundation,4,2,"    Points of Interest & Landmarks   ,    Religious Sites     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chinese Temple,4.5,3,"    Points of Interest & Landmarks   ,    Religious Sites     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gorakhnath Mandir Temple,3.5,3,"    Points of Interest & Landmarks   ,    Architectural Buildings     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ugrachandi and Bhairav Statues,4.5,33,    Monuments & Statues     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Singha Sattal (Silyan Sattal),3.5,7,"    Points of Interest & Landmarks   ,    Architectural Buildings     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Indoor Sports Arena,5,2,    Sports Complexes     ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Mahendreswor Mandir Temple,3.5,9,"    Architectural Buildings   ,    Religious Sites     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sara Enterprises,5,1,    Art Galleries     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Pharping HydroPower Dam,3,1,    Dams     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Manaslu,5,5,"    Mountains   ,    Ski & Snowboard Areas     ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ashok Stupa,3.5,2,"    Historic Sites   ,    Monuments & Statues     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dirghaman & Ganeshman Chitrakar Art Foundation,4,1,    Art Galleries     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Nyatapola,4.5,22,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Nepal Vajrayana Mahavihara,3.5,3,"    Points of Interest & Landmarks   ,    Religious Sites     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Stone Vishnu Mandir Temple,3,6,"    Points of Interest & Landmarks   ,    Architectural Buildings     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
