destination_id,title,avg_rating,voted_by,genre,history,art_and_architecture,nature,adventure,entertainment,health_and_lifestyle,food,industries,religious
0,Boudhanath Stupa,4.5,8897,['Religious Sites'],True,True,False,False,False,False,False,False,True
1,Phewa Tal (Fewa Lake),4.5,2988,['Bodies of Water'],False,False,True,False,False,False,False,False,False
2,Sarangkot,4.5,2199,['Mountains'],False,False,True,False,False,False,False,False,False
3,Swayambhunath Temple,4.5,6203,['Religious Sites'],True,True,False,False,False,False,False,False,True
4,Poon Hill,4.5,1477,['Mountains'],False,False,True,False,False,False,False,False,False
5,Peace Temple,4.5,2411,['Religious Sites'],True,True,False,False,False,False,False,False,True
6,Pashupatinath Temple,4.5,4937,['Religious Sites'],True,True,False,False,False,False,False,False,True
7,Durbar (Central) Square,4.5,987,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
8,Chandragiri Hills,4.5,399,['Mountains'],False,False,True,False,False,False,False,False,False
9,Mount Everest,5.0,425,['Mountains'],False,False,True,False,False,False,False,False,False
10,Begnas Lake,4.5,552,['Bodies of Water'],False,False,True,False,False,False,False,False,False
11,Golden Temple (Hiranya Varna Mahavihar),4.5,351,['Religious Sites'],True,True,False,False,False,False,False,False,True
12,Patan Museum,4.5,526,['Art Museums'],True,True,False,False,False,False,False,False,False
13,International Mountain Museum,4.0,956,['Speciality Museums'],False,False,False,False,False,False,False,False,False
14,Bhaktapur Durbar Square,4.5,1632,"['Ancient Ruins', 'Points of Interest & Landmarks']",True,True,False,False,False,False,False,False,False
15,Narayani River,4.5,410,['Bodies of Water'],False,False,True,False,False,False,False,False,False
16,Kopan Monastery,4.5,787,['Religious Sites'],True,True,False,False,False,False,False,False,True
17,Thamel,4.0,5687,['Neighborhoods'],False,False,False,False,False,False,False,False,False
18,Nagarkot Panoramic Hiking Trail,4.5,82,['Hiking Trails'],False,False,True,True,False,False,False,False,False
19,Gokyo Lakes,5.0,122,['Bodies of Water'],False,False,True,False,False,False,False,False,False
20,Patan Durbar Square,5.0,60,"['Points of Interest & Landmarks', 'Historic Walking Areas']",True,True,True,False,False,False,False,False,False
21,Garden of Dreams,4.5,4021,['Gardens'],False,False,False,False,False,False,False,False,False
22,Namo Buddha (Stupa),4.5,129,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False
23,Polar Trekking & Expedition  - Day Tours,5.0,175,"['Parasailing & Paragliding', 'River Rafting & Tubing']",False,False,False,True,False,False,False,False,False
24,Kathmandu Durbar Square,4.0,4711,"['Historic Sites', 'Points of Interest & Landmarks']",True,True,False,False,False,False,False,False,False
25,Chitwan National Park,4.5,555,"['National Parks', 'Nature & Wildlife Areas']",False,False,True,False,False,False,False,False,False
26,Gupteswar Gupha,4.0,480,['Caverns & Caves'],False,False,True,False,False,False,False,False,False
27,Trisuli River,4.5,29,['Bodies of Water'],False,False,True,False,False,False,False,False,False
28,Devi's Fall,3.0,1459,['Waterfalls'],False,False,False,False,False,False,False,False,False
29,Gurkha Memorial Museum,4.5,310,['History Museums'],True,True,False,False,False,False,False,False,False
30,Muktinath Temple,4.5,134,['Religious Sites'],True,True,False,False,False,False,False,False,True
31,Barahi temple,4.0,388,['Religious Sites'],True,True,False,False,False,False,False,False,True
32,Maya Devi Temple,4.5,446,['Religious Sites'],True,True,False,False,False,False,False,False,True
33,Annapurna Base Camp Trek,5.0,25,['Hiking Trails'],False,False,True,True,False,False,False,False,False
34,Annapurna Mountain Range,5.0,537,"['Mountains', 'Hiking Trails']",False,False,True,False,False,False,False,False,False
35,Bindhya Basini Temple,4.0,222,['Religious Sites'],True,True,False,False,False,False,False,False,True
36,Kala Patthar,5.0,60,['Mountains'],False,False,True,False,False,False,False,False,False
37,Asan,4.5,243,['Flea & Street Markets'],False,False,False,False,True,False,False,False,False
38,Bishazari Tal,5.0,4,['Bodies of Water'],False,False,True,False,False,False,False,False,False
39,Jomsom Muktinath Trek,4.5,56,['Hiking Trails'],False,False,True,True,False,False,False,False,False
40,Shivapuri Nagarjun National Park,4.5,135,['National Parks'],False,False,True,False,False,False,False,False,False
41,Mahaboudha Temple,4.5,61,['Religious Sites'],True,True,False,False,False,False,False,False,True
42,Kailashnath Mahadev,4.5,112,['Monuments & Statues'],True,True,False,False,False,False,False,False,True
43,Dakshinkali Temple,4.5,235,['Religious Sites'],True,True,False,False,False,False,False,False,True
44,Budhanilkantha,4.5,372,['Religious Sites'],True,True,False,False,False,False,False,False,True
45,Krisnhna Mandir Temple (Chayasim Deval),4.5,114,"['Historic Sites', 'Religious Sites']",True,True,False,False,False,False,False,False,False
46,Jangchub Choeling Tibetan Monastery,4.5,18,['Religious Sites'],True,True,False,False,False,False,False,False,True
47,Nagarkot Nature Trail,4.5,67,"['Nature & Wildlife Areas', 'Hiking Trails']",False,False,True,True,False,False,False,False,False
48,Pokhara Lakeside,4.5,47,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
49,Hanuman Dhoka,4.5,589,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False
50,Mahendra Cave,3.0,183,['Caverns & Caves'],False,False,True,False,False,False,False,False,False
51,Changu Narayan,4.5,497,['Religious Sites'],True,True,False,False,False,False,False,False,True
52,The Crematoria,4.0,1468,['Religious Sites'],True,True,False,False,False,False,False,False,True
53,Seti River Gourge,3.5,111,['Nature & Wildlife Areas'],False,False,True,True,False,False,False,False,False
54,Seti Gandaki (Seti River),4.0,158,['Bodies of Water'],False,False,True,False,False,False,False,False,False
55,Bat Cave,3.5,198,"['Nature & Wildlife Areas', 'Caverns & Caves']",False,False,True,True,False,False,False,False,False
56,Tiger Residency Resort,4.0,22,['Nature & Wildlife Areas'],False,False,True,True,False,False,False,False,False
57,Sherpa Museum,4.5,80,['Speciality Museums'],False,False,False,False,False,False,False,False,False
58,Langtang Valley,5.0,52,['Valleys'],False,False,True,False,False,False,False,False,False
59,Thrangu Tashi Monastery,4.5,169,['Religious Sites'],True,True,False,False,False,False,False,False,True
60,Pathibhara Devi Temple,5.0,8,['Religious Sites'],True,True,False,False,False,False,False,False,True
61,Patan Royal Palace,4.5,30,['Historic Sites'],True,True,False,False,False,False,False,False,False
62,Janaki Temple,4.5,64,['Religious Sites'],True,True,False,False,False,False,False,False,True
63,Kumari Chowk,4.0,785,['Religious Sites'],True,True,False,False,False,False,False,False,True
64,Thani Mai Temple,4.5,31,"['Lookouts', 'Religious Sites']",True,True,True,False,False,False,False,False,False
65,Sagarmatha National Park Museum,4.5,11,['Speciality Museums'],False,False,False,False,False,False,False,False,False
66,Rupa Lake,4.0,43,['Bodies of Water'],False,False,True,False,False,False,False,False,False
67,Tushita-Nepal,4.5,16,"['Mysterious Sites', 'Religious Sites']",True,True,True,True,False,False,False,False,False
68,Kali Gandaki River,4.5,18,['Bodies of Water'],False,False,True,False,False,False,False,False,False
69,Matepani Gumba,4.5,8,['Religious Sites'],True,True,False,False,False,False,False,False,True
70,Rudra Varna Mahavihar,4.5,29,['Religious Sites'],True,True,False,False,False,False,False,False,True
71,Khumbeshwar Temple,4.5,55,['Religious Sites'],True,True,False,False,False,False,False,False,True
72,Annapurna Butterfly Museum,4.0,42,['Speciality Museums'],False,False,False,False,False,False,False,False,False
73,Narayanhiti Palace Museum,4.0,298,['Speciality Museums'],False,False,False,False,False,False,False,False,False
74,Babar Mahal Revisted,4.5,90,['Architectural Buildings'],True,True,False,False,False,False,False,False,False
75,"Pandeli Park, Sarangkot",4.5,11,['Parks'],False,False,False,False,False,False,False,False,False
76,Labim Mall,4.5,21,['Shopping Malls'],False,False,False,False,True,False,False,False,False
77,Basantapur Tower,4.5,308,['Lookouts'],True,True,True,False,False,False,False,False,False
78,Tatopani Hot Spring,3.5,14,['Hot Springs & Geysers'],False,False,False,False,False,True,False,False,False
79,The Central Zoo,3.5,88,['Zoos'],False,False,True,False,True,False,False,False,False
80,yogconnection,5.0,9,['Sports Camps & Clinics'],False,False,False,True,False,True,False,False,False
81,Buddhasubba Temple,4.5,13,['Religious Sites'],True,True,False,False,False,False,False,False,True
82,Adam Tribe Organic Farm,5.0,17,['Farms'],False,False,False,False,False,True,False,True,False
83,Mangal Bazar,4.0,28,['Flea & Street Markets'],False,False,False,False,True,False,False,False,False
84,Phulchoki,4.5,33,['Mountains'],False,False,True,False,False,False,False,False,False
85,Kedareshwar Mahadev Mani Temple,4.0,8,['Religious Sites'],True,True,False,False,False,False,False,False,True
86,Makwanpur Gadhi,4.5,11,['Historic Sites'],True,True,False,False,False,False,False,False,False
87,Dudh Koshi River,5.0,18,['Bodies of Water'],False,False,True,False,False,False,False,False,False
88,Machapuchare,5.0,81,['Mountains'],False,False,True,False,False,False,False,False,False
89,Mt Ama Dablam,5.0,36,['Mountains'],False,False,True,False,False,False,False,False,False
90,Bhimsen Temple,4.0,40,['Religious Sites'],True,True,False,False,False,False,False,False,True
91,Klod Fashion Exquisite,5.0,5,['Shopping Malls'],False,False,False,False,True,False,False,False,False
92,Manakamana Temple,4.5,145,['Religious Sites'],True,True,False,False,False,False,False,False,True
93,Pokhara Museum,4.0,57,['History Museums'],True,True,False,False,False,False,False,False,False
94,Kala Pattar,5.0,84,['Mountains'],False,False,True,False,False,False,False,False,False
95,BIG Splash,4.0,4,['Water Parks'],False,False,False,False,True,False,False,False,False
96,Budhanilakantha Temple,4.5,130,['Religious Sites'],True,True,False,False,False,False,False,False,True
97,Pullahari Monastery,4.5,60,['Religious Sites'],True,True,False,False,False,False,False,False,True
98,Everest View Point,5.0,18,['Lookouts'],True,True,True,False,False,False,False,False,False
99,Khumbu Glacier,5.0,29,"['Points of Interest & Landmarks', 'Geologic Formations']",True,True,True,False,False,False,False,False,False
100,Kulekhani Dam,4.5,13,['Dams'],False,False,True,False,False,False,False,False,False
101,Shree Gaden Dhargay Ling Monastery,4.0,15,['Religious Sites'],True,True,False,False,False,False,False,False,True
102,National Botanical Gardens,4.0,61,['Gardens'],False,False,False,False,False,False,False,False,False
103,Muktinath Temple,5.0,23,['Religious Sites'],True,True,False,False,False,False,False,False,True
104,Tharu Cultural Museum and Research Center,4.5,15,"['Speciality Museums', 'Natural History Museums']",False,False,False,False,False,False,False,False,False
105,Shree Gahawamai Temple,4.5,12,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
106,Kyanjin Gompa,5.0,58,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
107,Chitwan Tharu Village,4.0,203,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
108,Ilam Tea Garden,4.5,16,['Nature & Wildlife Areas'],False,False,True,True,False,False,False,False,False
109,World Peace Pagoda,4.5,116,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False
110,Koshi Tappu Wildlife Reserve,4.0,13,['Nature & Wildlife Areas'],False,False,True,True,False,False,False,False,False
111,Rara Lake,5.0,43,['Bodies of Water'],False,False,True,False,False,False,False,False,False
112,Kriayt Social Business,4.5,9,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
113,Jaganath (Krishna) Temple,4.0,139,['Religious Sites'],True,True,False,False,False,False,False,False,True
114,Dipang Lake,3.5,11,['Bodies of Water'],False,False,True,False,False,False,False,False,False
115,Kafuche Lake,4.0,1,['Bodies of Water'],False,False,True,False,False,False,False,False,False
116,Indra Chowk,4.0,83,['Historic Walking Areas'],True,True,False,False,False,False,False,False,False
117,Gurunghe Hill,5.0,9,"['Mountains', 'Lookouts']",False,False,True,False,False,False,False,False,False
118,Ramgram Stupa,5.0,6,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
119,Kathesimbu Stupa,4.5,91,['Religious Sites'],True,True,False,False,False,False,False,False,True
120,Basundhara Park,3.5,3,['Parks'],False,False,False,False,False,False,False,False,False
121,Nuwakot Durbar,4.5,39,['Historic Sites'],True,True,False,False,False,False,False,False,False
122,Nyatapola Temple,4.5,267,['Religious Sites'],True,True,False,False,False,False,False,False,True
123,Whoopee Land Amusement and Water Park,3.5,8,['Water Parks'],False,False,False,False,True,False,False,False,False
124,Sun Kosi,5.0,1,['Bodies of Water'],False,False,True,False,False,False,False,False,False
125,Dhumba Lake,4.5,11,['Bodies of Water'],False,False,True,False,False,False,False,False,False
126,Nagarkot Buddha Peace Park Hiking Trail,4.0,13,['Hiking Trails'],False,False,True,True,False,False,False,False,False
127,Nagarkot to Dhulikhel Hiking,4.0,2,['Scenic Walking Areas'],False,False,True,False,False,False,False,False,False
128,Taleju Mandir Temple,4.5,18,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False
129,Daman,4.5,13,"['Historic Walking Areas', 'Biking Trails']",True,True,False,False,False,False,False,False,False
130,The White Gallery,5.0,1,['Art Galleries'],True,True,False,False,False,False,False,False,True
131,Mera Peak,4.5,14,['Mountains'],False,False,True,False,False,False,False,False,False
132,Akash Bhairav Temple,4.5,87,['Religious Sites'],True,True,False,False,False,False,False,False,True
133,Pokhara Trade Mall,2.5,2,['Shopping Malls'],False,False,False,False,True,False,False,False,False
134,MidTown Galleria,4.0,1,['Shopping Malls'],False,False,False,False,True,False,False,False,False
135,Mandala Street,4.5,46,"['Neighborhoods', 'Points of Interest & Landmarks']",False,False,False,False,False,False,False,False,False
136,Bageshwori Temple,4.5,16,['Religious Sites'],True,True,False,False,False,False,False,False,True
137,Ghar Gompa,4.5,9,['Religious Sites'],True,True,False,False,False,False,False,False,True
138,Memorial to Scott Fischer,4.5,22,"['Points of Interest & Landmarks', 'Cemeteries']",True,True,True,False,False,False,False,False,False
139,Sauraha Tharu Culture House,4.0,72,['Theaters'],False,True,False,False,True,False,False,False,False
140,Mount Climber Trekking Garment Pvt Ltd,5.0,2,['Factory Outlets'],False,False,False,False,False,False,False,True,False
141,Red Cliffs,4.5,10,['Caverns & Caves'],False,False,True,False,False,False,False,False,False
142,Tilichol Lake,5.0,22,['Bodies of Water'],False,False,True,False,False,False,False,False,False
143,Gosainkunda,4.5,65,['Bodies of Water'],False,False,True,False,False,False,False,False,False
144,Miteri Park,3.0,2,['Parks'],False,False,False,False,False,False,False,False,False
145,Bagh Bhairab Temple,4.5,24,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False
146,Sankhu Village,4.5,41,"['Points of Interest & Landmarks', 'Historic Walking Areas']",True,True,True,False,False,False,False,False,False
147,Bhat Bhateni,4.0,1,['Department Stores'],False,False,False,False,False,True,False,False,False
148,Amideva Buddha Park,4.5,15,['Parks'],False,False,False,False,False,False,False,False,False
149,Baha Bahi,4.5,19,['Religious Sites'],True,True,False,False,False,False,False,False,True
150,Patan Gate,3.5,42,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
151,Kala Bairav,4.5,156,"['Religious Sites', 'Monuments & Statues']",True,True,False,False,False,False,False,False,True
152,Vishwanath Mandir Temple,4.0,28,"['Architectural Buildings', 'Religious Sites']",True,True,False,False,False,False,False,False,False
153,Vajrayogini Temple,4.5,64,['Religious Sites'],True,True,False,False,False,False,False,False,True
154,Kanchenjunga,5.0,15,['Mountains'],False,False,True,False,False,False,False,False,False
155,Dolakha Bhimsen Mandir,5.0,7,['Religious Sites'],True,True,False,False,False,False,False,False,True
156,Phoksundo Lake,5.0,8,['Bodies of Water'],False,False,True,False,False,False,False,False,False
157,Astrek Climbing Wall,4.5,37,['Sports Complexes'],False,False,False,False,True,False,False,False,False
158,Old Gurung Museum,4.5,15,['Speciality Museums'],False,False,False,False,False,False,False,False,False
159,The Ashokan Stupas,4.0,16,['Religious Sites'],True,True,False,False,False,False,False,False,True
160,Templo de Changu Narayan,4.5,58,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False
161,Sauraha Art Gallery,4.5,8,['Art Galleries'],True,True,False,False,False,False,False,False,True
162,Mardi Himal,5.0,11,['Geologic Formations'],False,False,True,False,False,False,False,False,False
163,Pindeshwor Temple,4.5,2,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
164,Siddha Baba Temple,4.0,3,['Religious Sites'],True,True,False,False,False,False,False,False,True
165,Taleju Bell,4.0,23,"['Historic Sites', 'Points of Interest & Landmarks']",True,True,False,False,False,False,False,False,False
166,Ranighat Palace,4.5,45,['Religious Sites'],True,True,False,False,False,False,False,False,True
167,Lumbini Monastic Site,4.5,209,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False
168,Valle del Naar,4.5,6,['Geologic Formations'],False,False,True,False,False,False,False,False,False
169,Mt Taboche,4.5,8,['Mountains'],False,False,True,False,False,False,False,False,False
170,White Monastery,4.0,92,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
171,Taudaha Lake,4.0,34,['Bodies of Water'],False,False,True,False,False,False,False,False,False
172,Shechen Monastery,4.5,11,['Religious Sites'],True,True,False,False,False,False,False,False,True
173,55 Window Palace,4.5,189,['Historic Sites'],True,True,False,False,False,False,False,False,False
174,Elephant Breeding Centre,3.0,677,['Nature & Wildlife Areas'],False,False,True,True,False,False,False,False,False
175,The National Museum,4.0,90,"['Art Museums', 'History Museums']",True,True,False,False,False,False,False,False,False
176,Aircrafts Museum,4.0,4,['Speciality Museums'],False,False,False,False,False,False,False,False,False
177,Nagarjun Forest Reserve,4.0,39,"['Nature & Wildlife Areas', 'Forests']",False,False,True,True,False,False,False,False,False
178,Indreshwar Mahadev Temple,4.5,23,['Religious Sites'],True,True,False,False,False,False,False,False,True
179,Degu Taleju Temple,4.0,91,['Religious Sites'],True,True,False,False,False,False,False,False,True
180,Dattatreya Temple,4.5,139,['Religious Sites'],True,True,False,False,False,False,False,False,True
181,Rato Machhendranath Temple,4.0,15,['Religious Sites'],True,True,False,False,False,False,False,False,True
182,Shiv Jatta,4.5,2,['Religious Sites'],True,True,False,False,False,False,False,False,True
183,Cathedral of the Assumption of the Blessed Virgin Mary,5.0,12,"['Religious Sites', 'Churches & Cathedrals']",True,True,False,False,False,False,False,False,True
184,Image Ark,4.5,5,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
185,Seto Machindranath Temple,4.5,59,['Religious Sites'],True,True,False,False,False,False,False,False,True
186,Panchakanya Temple,4.5,2,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
187,Nagi Gompa,4.5,15,['Religious Sites'],True,True,False,False,False,False,False,False,True
188,Ambulapcha-La,4.5,3,['Hiking Trails'],False,False,True,True,False,False,False,False,False
189,Datankali Temple,4.5,6,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
190,Halesi Mahadev Temple,4.5,5,"['Historic Sites', 'Points of Interest & Landmarks']",True,True,False,False,False,False,False,False,False
191,Casino Royale,3.5,51,['Casinos'],False,False,False,False,True,False,False,False,False
192,Taumadhi Square,4.5,241,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
193,Freak Street (Jhhonchen Tole),3.0,171,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
194,ISKCON,4.5,3,['Religious Sites'],True,True,False,False,False,False,False,False,True
195,Aarya Ghat,4.0,18,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
196,Eternal Peace Flame,4.0,61,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
197,Tengboche Gompa,4.5,93,['Religious Sites'],True,True,False,False,False,False,False,False,True
198,Bhat-Bhateni Supermarket and Departmental Store,3.5,7,['Shopping Malls'],False,False,False,False,True,False,False,False,False
199,Basantpur Dabali,4.0,14,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False
200,Banepa Chnadeshwori Temple,5.0,2,['Religious Sites'],True,True,False,False,False,False,False,False,True
201,Taragaon Museum,4.5,10,['History Museums'],True,True,False,False,False,False,False,False,False
202,Boudha Farmers Market at Utpala Cafe,5.0,15,['Farmers Markets'],False,False,False,False,True,False,True,False,False
203,Shukla Phanta National Park,4.0,11,"['National Parks', 'Nature & Wildlife Areas']",False,False,True,False,False,False,False,False,False
204,Chhango Adventure Canyoning In Nepal,5.0,20,['Sports Camps & Clinics'],False,False,False,True,False,True,False,False,False
205,Jumla,4.5,3,['Nan'],False,False,False,False,False,False,False,False,False
206,Kwa Bahal,5.0,3,['Religious Sites'],True,True,False,False,False,False,False,False,True
207,Kalika Bhagwati Temple,4.5,4,['Religious Sites'],True,True,False,False,False,False,False,False,True
208,Boudha Stupa Thanka Center,4.0,11,['Art Galleries'],True,True,False,False,False,False,False,False,True
209,Jagan Narayan Temple,3.5,21,['Religious Sites'],True,True,False,False,False,False,False,False,True
210,Kaiser Library,4.0,40,['Libraries'],True,True,False,False,False,False,False,False,False
211,Royal Thai Monastery,4.5,57,['Religious Sites'],True,True,False,False,False,False,False,False,True
212,The Natural History Museum,4.0,20,['Natural History Museums'],True,True,False,False,False,False,False,False,False
213,Ganesh Mandir,3.5,7,"['Architectural Buildings', 'Religious Sites']",True,True,False,False,False,False,False,False,False
214,Manjushree Park,3.0,1,['Parks'],False,False,False,False,False,False,False,False,False
215,Dharapani Temple,4.0,1,['Religious Sites'],True,True,False,False,False,False,False,False,True
216,Guhyeshwari Temple,4.0,22,['Religious Sites'],True,True,False,False,False,False,False,False,True
217,Manakamana Mandir Temple,4.0,21,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False
218,Kag Chode Thupten Samphel Ling Monastery,4.5,11,"['Universities & Schools', 'Religious Sites']",False,False,False,False,False,True,False,False,False
219,Shey Phoksundo National Park,5.0,5,['National Parks'],False,False,True,False,False,False,False,False,False
220,Maula Kalika,4.5,2,['Religious Sites'],True,True,False,False,False,False,False,False,True
221,Ghadiarwa Pokhari,4.5,10,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
222,Durbar Marg Street,3.5,39,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
223,Bara Gaon,4.0,2,"['Neighborhoods', 'Hiking Trails']",False,False,False,False,False,False,False,False,False
224,Gumba Danda,5.0,2,['Historic Walking Areas'],True,True,False,False,False,False,False,False,False
225,Tea Garden,5.0,1,"['Nature & Wildlife Areas', 'Scenic Walking Areas']",False,False,True,True,False,False,False,False,False
226,Tribhuvan Park,4.0,13,['Parks'],False,False,False,False,False,False,False,False,False
227,Shiva Parvati Temple,4.0,19,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False
228,Thubchen Gompa,4.5,17,['Religious Sites'],True,True,False,False,False,False,False,False,True
229,Hari Shanker Temple,3.5,18,['Religious Sites'],True,True,False,False,False,False,False,False,True
230,Bulbule Lake,4.0,4,['Bodies of Water'],False,False,True,False,False,False,False,False,False
231,Ambikeshwori Temple,4.0,1,['Religious Sites'],True,True,False,False,False,False,False,False,True
232,Manakamana Mandir,4.5,2,['Religious Sites'],True,True,False,False,False,False,False,False,True
233,Santaneshwar Mahadev Temple,4.0,1,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False
234,Bishal Bazaar,3.5,46,['Shopping Malls'],False,False,False,False,True,False,False,False,False
235,Pottery Square,4.0,356,"['Neighborhoods', 'Points of Interest & Landmarks']",False,False,False,False,False,False,False,False,False
236,Marpha Monastery,4.5,7,['Religious Sites'],True,True,False,False,False,False,False,False,True
237,Khaptad National Park,5.0,8,['National Parks'],False,False,True,False,False,False,False,False,False
238,Crocodile Breeding Centre,4.0,4,['Nature & Wildlife Areas'],False,False,True,True,False,False,False,False,False
239,Dhaulagiri of Nepal,5.0,12,['Mountains'],False,False,True,False,False,False,False,False,False
240,Ram Sita Vivah Mandap,4.5,2,['Religious Sites'],True,True,False,False,False,False,False,False,True
241,Myanmar Golden Monastery,4.5,54,['Religious Sites'],True,True,False,False,False,False,False,False,True
242,Changu Museum,4.0,1,['History Museums'],True,True,False,False,False,False,False,False,False
243,Ram Mandir,4.0,18,['Religious Sites'],True,True,False,False,False,False,False,False,True
244,Degutalle Mandir Temple,3.5,10,"['Points of Interest & Landmarks', 'Historic Walking Areas']",True,True,True,False,False,False,False,False,False
245,Annapurna Temple,4.0,18,['Religious Sites'],True,True,False,False,False,False,False,False,True
246,Maru Ganesh Shrine,4.0,23,['Religious Sites'],True,True,False,False,False,False,False,False,True
247,Temples of Machchhendra Nath and Min Nath,4.0,7,['Religious Sites'],True,True,False,False,False,False,False,False,True
248,Dae Sung Shakya (Korean Temple),4.0,45,['Religious Sites'],True,True,False,False,False,False,False,False,True
249,Ratna Park,2.5,16,['Parks'],False,False,False,False,False,False,False,False,False
250,Vijayapur Hill,4.5,3,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
251,Banke National Park,4.0,1,['National Parks'],False,False,True,False,False,False,False,False,False
252,Char Narayan Temple,2.5,11,"['Historic Sites', 'Religious Sites']",True,True,False,False,False,False,False,False,False
253,Thahiti Chowk,3.5,18,"['Points of Interest & Landmarks', 'Monuments & Statues']",True,True,True,False,False,False,False,False,False
254,Temple and Statue of King Narasimha,3.5,6,"['Religious Sites', 'Monuments & Statues']",True,True,False,False,False,False,False,False,True
255,Nara Devi Temple,4.5,11,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False
256,Bhinchhebahal,4.5,4,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
257,Kathmandu Contemporary Arts Centre,5.0,3,['Art Museums'],True,True,False,False,False,False,False,False,False
258,Military Museum,3.5,8,"['Military Museums', 'History Museums']",True,True,False,False,False,False,False,False,False
259,Shanti Spa,5.0,15,['Sports Camps & Clinics'],False,False,False,True,False,True,False,False,False
260,Kudan Stupa,4.5,22,"['Ancient Ruins', 'Religious Sites']",True,True,False,False,False,False,False,False,False
261,Narasingha Mandir Temple,3.0,10,"['Historic Sites', 'Points of Interest & Landmarks']",True,True,False,False,False,False,False,False,False
262,Nagarkot View Tower,4.0,77,"['Points of Interest & Landmarks', 'Lookouts']",True,True,True,False,False,False,False,False,False
263,Gokarneshwor Mahadev Temple,4.5,9,"['Architectural Buildings', 'Religious Sites']",True,True,False,False,False,False,False,False,False
264,Gorakha Nath Temple Gorkha,4.5,46,['Speciality Museums'],False,False,False,False,False,False,False,False,False
265,Rolwaling Valley,5.0,5,['Valleys'],False,False,True,False,False,False,False,False,False
266,Makhan Tole,4.0,10,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
267,Kakre Bihar Temple,4.5,2,['Religious Sites'],True,True,False,False,False,False,False,False,True
268,Shashwat Dham,3.5,6,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False
269,Vaisha Dev (Toothache Tree),4.0,28,['Religious Sites'],True,True,False,False,False,False,False,False,True
270,Chilancho Bahal,4.5,16,"['Historic Sites', 'Ancient Ruins']",True,True,False,False,False,False,False,False,False
271,Gallery Mcube,4.771905697445972,0,['Art Galleries'],True,True,False,False,False,False,False,False,True
272,Music Museum of Nepal,5.0,7,"['Art Museums', 'History Museums']",True,True,False,False,False,False,False,False,False
273,Kathmandu Fun Park,4.0,4,['Amusement & Theme Parks'],False,False,False,False,True,False,False,False,False
274,Destination Agro Farm Pvt Ltd,5.0,4,['Farms'],False,False,False,False,False,True,False,True,False
275,Tharu Cultural Museum and Research Cente,4.5,2,['History Museums'],True,True,False,False,False,False,False,False,False
276,Bhimsen Tower,3.5,83,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
277,Tridevi Temple,4.0,17,"['Architectural Buildings', 'Religious Sites']",True,True,False,False,False,False,False,False,False
278,himalayan arts gallery pltd,4.5,4,['Art Galleries'],True,True,False,False,False,False,False,False,True
279,Guru Lhakhang Monastery,4.0,5,['Religious Sites'],True,True,False,False,False,False,False,False,True
280,Jyapu Museum,3.0,1,['History Museums'],True,True,False,False,False,False,False,False,False
